OP_NOMBRE,idBudget,maxBudget,typologyBudget,yearBudget,stateBudget,stateBudgetName
18390_NUÑEZDEBALBOA18,18390,58484.26,REHABILITACION,2018,11,NO ADJUDICADO
18389_GENERALIREALESTATE,18389,869412.41,FACHADA,2018,11,NO ADJUDICADO
18388_CABILDOCATEDRALDESEVILLA,18388,82624.01,PATRIMONIO,2018,8,CONTRATADO
18387_CPFERRAZ3,18387,102447.01,FACHADA,2018,11,NO ADJUDICADO
18386_COLEGIONUESTRASEÑORADELACONSOLACIÓN,18386,118645.88,REHABILITACION,2018,11,NO ADJUDICADO
18385_CPPELOPONESO810,18385,423672.46,REHABILITACION,2018,11,NO ADJUDICADO
18384_CPPASDEL'ENSENYANÇA2BIS,18384,130122.28,REHABILITACION,2018,11,NO ADJUDICADO
18383_CPRIBERADEUSTO85,18383,245703.45,ENVOLVENTE,2018,11,NO ADJUDICADO
18382_CPORTUÑODEALANGO35,18382,22415.44,ENVOLVENTE,2018,11,NO ADJUDICADO
18381_CPQUINTA6,18381,463934.94,REHABILITACION,2018,11,NO ADJUDICADO
18380_CPLANDATAS5,18380,173385.41,ENVOLVENTE,2018,4,ENTREGADO - INACTIVO
18379_CÍRCULODEBELLASARTES,18379,116927.50,REHABILITACION,2018,8,CONTRATADO
18377_GENERALIREALESTATESPA,18377,289996.58,FACHADA,2018,11,NO ADJUDICADO
18376_CPMALLORCA14,18376,83997.21,ENVOLVENTE,2018,10,NO HACEN OBRA
18375_CPBARCELONA14,18375,1429400.15,FACHADA,2018,11,NO ADJUDICADO
18374_CPMAESTROGRANADOS1-5,18374,359399.49,REHABILITACION,2018,4,ENTREGADO - INACTIVO
18371_CPZABALBIDE44,18371,145896.69,ENVOLVENTE,2018,11,NO ADJUDICADO
18370_CPBAILÉN5,18370,175568.54,ENVOLVENTE,2018,4,ENTREGADO - INACTIVO
18369_CPCAMINODEVILLABASO36,18369,66905.63,ENVOLVENTE,2018,4,ENTREGADO - INACTIVO
18368_CPHORTES3,18368,53348.60,FACHADA,2018,11,NO ADJUDICADO
18367_CPSANTURCEJUANDEGARAY14,18367,69726.73,ENVOLVENTE,2018,4,ENTREGADO - INACTIVO
18366_CPSANTURCEJUANDEGARAY12,18366,69532.25,ENVOLVENTE,2018,4,ENTREGADO - INACTIVO
18365_CPPIZARRO7,18365,95712.25,REHABILITACION,2018,11,NO ADJUDICADO
18364_CPPUJADES177,18364,69625.47,FACHADA,2018,11,NO ADJUDICADO
18363_CPGRUPOALDAPETA1,18363,187999.20,ENVOLVENTE,2018,11,NO ADJUDICADO
18362_ASOCIACIÓNNUEVORASTRO,18362,38000.00,PATRIMONIO,2018,4,ENTREGADO - INACTIVO
18361_CPLISBOA24,18361,148366.97,ENVOLVENTE,2018,8,CONTRATADO
18360_CPPENSAMIENTO7,18360,80928.49,ENVOLVENTE,2018,11,NO ADJUDICADO
18359_CPNOUDELARAMBLA24,18359,173335.50,FACHADA,2018,10,NO HACEN OBRA
18358_SENADO,18358,91494.40,PATRIMONIO,2018,11,NO ADJUDICADO
18357_HOPITALQUIRONSALUD,18357,1828259.90,ENVOLVENTE,2018,11,NO ADJUDICADO
18356_ACCIONA,18356,108572.59,FACHADA,2018,11,NO ADJUDICADO
18354_CPBERLÍN31,18354,63870.44,FACHADA,2018,11,NO ADJUDICADO
18353_CPMALLORCA130,18353,86968.66,FACHADA,2018,11,NO ADJUDICADO
18352_PROPIEDAD,18352,138665.06,FACHADA,2018,11,NO ADJUDICADO
18351_CPFUENTESAUCO16,18351,113759.53,ENVOLVENTE,2018,11,NO ADJUDICADO
18350_CPQUINTA26,18350,227382.28,REHABILITACION,2018,10,NO HACEN OBRA
18349_CPBEGOÑASPI3,18349,206115.57,REHABILITACION,2018,4,ENTREGADO - INACTIVO
18348_IBERDROLA,18348,136555.20,PATRIMONIO,2018,4,ENTREGADO - INACTIVO
18347_CPLOPEDERUEDA27,18347,45689.75,FACHADA,2018,11,NO ADJUDICADO
18346_CPLOPEDERUEDA33,18346,96765.88,FACHADA,2018,11,NO ADJUDICADO
18345_CPVEREDADEPALACIO1,18345,1155639.41,ENVOLVENTE,2018,10,NO HACEN OBRA
18344_CPAKILINOARRIOLA68,18344,126226.65,FACHADA,2018,4,ENTREGADO - INACTIVO
18343_MUSEODELPRADO,18343,925.00,PATRIMONIO,2018,4,ENTREGADO - INACTIVO
18342_CPLIMÓNVERDE33,18342,117272.29,ENVOLVENTE,2018,4,ENTREGADO - INACTIVO
18341_CPSANTURCESEBASTIANELCANO21,18341,84984.45,ENVOLVENTE,2018,4,ENTREGADO - INACTIVO
18340_PROPIEDAD,18340,530840.04,FACHADA,2018,4,ENTREGADO - INACTIVO
18339_CPSANTURCEMIRAMAR1,18339,78780.72,ENVOLVENTE,2018,4,ENTREGADO - INACTIVO
18338_CPSANTURCEMIRAMAR3,18338,78903.22,ENVOLVENTE,2018,11,NO ADJUDICADO
18337_BASÍLICADESANMIGUEL,18337,1610.00,PATRIMONIO,2018,8,CONTRATADO
18336_CPGENERALCASTAÑOS25,18336,111883.95,ENVOLVENTE,2018,11,NO ADJUDICADO
18335_PROPIEDAD,18335,15981.10,REHABILITACION,2018,8,CONTRATADO
18334_CPANTONIOCASERO10,18334,18837.00,REHABILITACION,2018,4,ENTREGADO - INACTIVO
18333_CPPEREIV208,18333,57417.77,FACHADA,2018,11,NO ADJUDICADO
18332_CPAZKUE3133,18332,248425.70,FACHADA,2018,4,ENTREGADO - INACTIVO
18331_CPFRANCISCOJOSÉARROYO2,18331,883135.68,REHABILITACION,2018,8,CONTRATADO
18330_CPANTONIOLÓPEZ113,18330,275398.41,FACHADA,2018,11,NO ADJUDICADO
18329_CPDOMINGOBELTRÁN13,18329,130942.85,ENVOLVENTE,2018,4,ENTREGADO - INACTIVO
18328_CPJUANDEAJURIAGUERRA1,18328,143096.77,ENVOLVENTE,2018,11,NO ADJUDICADO
18327_CPZABALBIDE27,18327,170498.33,ENVOLVENTE,2018,4,ENTREGADO - INACTIVO
18326_CPLUISGALDÓS12,18326,63270.45,ENVOLVENTE,2018,4,ENTREGADO - INACTIVO
18325_CPVÁZQUEZMELLA3,18325,84108.45,ENVOLVENTE,2018,11,NO ADJUDICADO
18323_CPDIAGONAL505,18323,558135.92,FACHADA,2018,11,NO ADJUDICADO
18322_CPMERCÉ25,18322,58580.50,FACHADA,2018,11,NO ADJUDICADO
18321_CPLESASERRA14,18321,141602.99,ENVOLVENTE,2018,4,ENTREGADO - INACTIVO
18319_CPLISBOA19,18319,236822.88,ENVOLVENTE,2018,4,ENTREGADO - INACTIVO
18318_ACCIONA,18318,2400000.00,PATRIMONIO,2018,8,CONTRATADO
18317_CPARRIETA10,18317,101525.31,FACHADA,2018,11,NO ADJUDICADO
18316_CPMALNOM6,18316,151753.22,FACHADA,2018,11,NO ADJUDICADO
18315_CPFERRERIAS48,18315,247157.36,ENVOLVENTE,2018,11,NO ADJUDICADO
18314_CPPOETABLASDEOTERO57,18314,460415.88,FACHADA,2018,11,NO ADJUDICADO
18313_CPCUEVASDEALMANZORA151ARIMANOTERAS,18313,91389.71,ENVOLVENTE,2018,4,ENTREGADO - INACTIVO
18312_CPHABANA52,18312,88936.45,REHABILITACION,2018,11,NO ADJUDICADO
18310_CPJUANDEAJURIAGUERRA23,18310,125328.75,FACHADA,2018,11,NO ADJUDICADO
18309_PROPIEDAD,18309,95079.72,FACHADA,2018,11,NO ADJUDICADO
18308_PROPIEDAD,18308,706116.19,FACHADA,2018,11,NO ADJUDICADO
18307_CPARIBAU99-101,18307,155023.25,FACHADA,2018,11,NO ADJUDICADO
18305_CPCARRERADESANJERÓNIMO44,18305,42940.65,REHABILITACION,2018,11,NO ADJUDICADO
18304_CPCAÑOSDELPERAL2,18304,267259.94,FACHADA,2018,11,NO ADJUDICADO
18303_CPISUNZA4,18303,106429.93,ENVOLVENTE,2018,4,ENTREGADO - INACTIVO
18302_CPCARRETES54,18302,68926.20,FACHADA,2018,11,NO ADJUDICADO
18301_CPPONZANO81,18301,81382.48,FACHADA,2018,10,NO HACEN OBRA
18299_PROPIEDAD,18299,93526.58,FACHADA,2018,8,CONTRATADO
18298_HOTELEMPERADOR,18298,77907.40,FACHADA,2018,4,ENTREGADO - INACTIVO
18297_CPGRAVINA7,18297,15689.25,REHABILITACION,2018,11,NO ADJUDICADO
18295_CPHENAO28,18295,456932.26,FACHADA,2018,11,NO ADJUDICADO
18294_CPVILLAESCUSA5456,18294,556808.74,ENVOLVENTE,2018,11,NO ADJUDICADO
18293_CPNUÑEZDEBALBOA4,18293,157623.97,FACHADA,2018,11,NO ADJUDICADO
18292_CPGRUPOGATZAMINA6,18292,71195.10,ENVOLVENTE,2018,11,NO ADJUDICADO
18291_CPIRALA3,18291,81663.37,ENVOLVENTE,2018,4,ENTREGADO - INACTIVO
18290_MERANDREALESTATE,18290,39965.00,REHABILITACION,2018,11,NO ADJUDICADO
18288_CPMAURICIOLEGENDRE394143,18288,385334.60,ENVOLVENTE,2018,11,NO ADJUDICADO
18286_CPJULIANGAIARRE1,18286,199897.26,ENVOLVENTE,2018,8,CONTRATADO
18285_CPSANTURCESEBASTIÁNELCANO19,18285,114179.41,ENVOLVENTE,2018,4,ENTREGADO - INACTIVO
18284_CPSANTURCESEBASTIÁNELCANO17,18284,116308.58,ENVOLVENTE,2018,4,ENTREGADO - INACTIVO
18283_CPSANTURCESEBASTIÁNELCANO15,18283,105676.38,ENVOLVENTE,2018,4,ENTREGADO - INACTIVO
18282_CPGRUPOZAZPILANDA18,18282,70325.54,ENVOLVENTE,2018,4,ENTREGADO - INACTIVO
18281_CPGRUPOZAZPILANDA5,18281,47856.98,ENVOLVENTE,2018,4,ENTREGADO - INACTIVO
18280_PROPIEDAD,18280,475546.59,REHABILITACION,2018,11,NO ADJUDICADO
18279_CPREINAAMALIA15,18279,162618.00,FACHADA,2018,11,NO ADJUDICADO
18278_CPGOYA105,18278,102281.00,FACHADA,2018,4,ENTREGADO - INACTIVO
18275_CPGENERALPARDIÑAS9,18275,77996.00,FACHADA,2018,8,CONTRATADO
18274_CPCARLOSVII4,18274,50988.00,FACHADA,2018,11,NO ADJUDICADO
18273_CPCORAZÓNDEMARÍA55,18273,76803.57,REHABILITACION,2018,11,NO ADJUDICADO
18272_HOTELALFONSOXIII,18272,29819.68,PATRIMONIO,2018,3,ENTREGADO - ACTIVO
18271_UNIVERSIDADDESEVILLA,18271,162763.58,PATRIMONIO,2018,3,ENTREGADO - ACTIVO
18269_FUNDACIÓNFAUSTAELOZ,18269,223196.27,REHABILITACION,2018,8,CONTRATADO
18268_CPSANROQUE8,18268,126696.62,REHABILITACION,2018,11,NO ADJUDICADO
18267_OBISPADODEALCALÁDEHENARES,18267,109463.10,PATRIMONIO,2018,11,NO ADJUDICADO
18266_CPARIZNABARRA3,18266,117723.43,ENVOLVENTE,2018,11,NO ADJUDICADO
18265_CPSANTANDER2,18265,254450.70,ENVOLVENTE,2018,11,NO ADJUDICADO
18264_CPLISBOA20,18264,147367.00,ENVOLVENTE,2018,8,CONTRATADO
18263_CPEGUSKIAGIRRE1,18263,75925.35,REHABILITACION,2018,11,NO ADJUDICADO
18262_CPARRANDI31,18262,235964.30,REHABILITACION,2018,8,CONTRATADO
18261_CPSAGASTA19,18261,99553.00,FACHADA,2018,11,NO ADJUDICADO
18260_CPZORROTZAKASTREXANA49,18260,78602.25,FACHADA,2018,11,NO ADJUDICADO
18259_CPCARDENALTEDESCHINI84,18259,106218.09,FACHADA,2018,4,ENTREGADO - INACTIVO
18258_INDITEXTUERQÜE,18258,8484.75,FACHADA,2018,8,CONTRATADO
18257_PRADOYSOMOSIERRASL,18257,4112120.04,PATRIMONIO,2018,8,CONTRATADO
18255_CPSECTORISLAS18-21,18255,205869.94,REHABILITACION,2018,11,NO ADJUDICADO
18254_CPMARIANAPINEDA2,18254,433787.90,ENVOLVENTE,2018,11,NO ADJUDICADO
18253_CPCARRETERADEANDALUCÍA104,18253,209352.91,REHABILITACION,2018,11,NO ADJUDICADO
18251_CPLORETOYCHICOTE7,18251,2524.75,REHABILITACION,2018,11,NO ADJUDICADO
18250_CPROSELLO323-337,18250,22992.50,FACHADA,2018,11,NO ADJUDICADO
18249_CPOLIVERA4,18249,177909.92,FACHADA,2018,4,ENTREGADO - INACTIVO
18248_CPGANEKOGORTA4,18248,246421.20,ENVOLVENTE,2018,8,CONTRATADO
18246_CPROSELLO331-333,18246,97786.14,FACHADA,2018,11,NO ADJUDICADO
18245_CPROSELLO327-329,18245,97786.14,FACHADA,2018,11,NO ADJUDICADO
18244_CPCONSELLDECENT288,18244,68956.50,FACHADA,2018,10,NO HACEN OBRA
18243_COMMUNITYVENTURES,18243,5544016.97,PATRIMONIO,2018,11,NO ADJUDICADO
18242_CPTXOMINGARAT11-13,18242,1213444.35,FACHADA,2018,11,NO ADJUDICADO
18241_CPSANTURCEMAMARIGA5,18241,43672.71,FACHADA,2018,4,ENTREGADO - INACTIVO
18240_CPVILADROSA144-146-148,18240,135354.76,FACHADA,2018,10,NO HACEN OBRA
18238_IBERDROLA,18238,263412.75,PATRIMONIO,2018,4,ENTREGADO - INACTIVO
18237_CPUNAMUNO5,18237,118766.83,ENVOLVENTE,2018,8,CONTRATADO
18236_ARZOBISPADODESANSEBASTIÁN,18236,1454125.43,PATRIMONIO,2018,3,ENTREGADO - ACTIVO
18235_CPGRACIA48,18235,107929.25,FACHADA,2018,8,CONTRATADO
18234_AYUNTAMIENTODEBARCELONA,18234,33964.90,FACHADA,2018,11,NO ADJUDICADO
18233_CPPARAGUAY1820,18233,313637.10,ENVOLVENTE,2018,4,ENTREGADO - INACTIVO
18231_CPLUISBUÑUEL2COVIBAR,18231,177757.00,ENVOLVENTE,2018,10,NO HACEN OBRA
18230_CPBLASINFANTE8COVIBAR,18230,176231.00,ENVOLVENTE,2018,10,NO HACEN OBRA
18229_CPLUISMITJANS17,18229,202678.06,REHABILITACION,2018,4,ENTREGADO - INACTIVO
18228_CPESCOSURA15,18228,31527.00,FACHADA,2018,11,NO ADJUDICADO
18227_JOSÉCARLOSCALLEJA,18227,494406.72,REHABILITACION,2018,11,NO ADJUDICADO
18226_INCOGA,18226,149935.65,FACHADA,2018,4,ENTREGADO - INACTIVO
18225_CPCASTILLALAMANCHA12,18225,126128.62,ENVOLVENTE,2018,11,NO ADJUDICADO
18224_CPBOULEVARDESALBURUA44-56,18224,307649.98,REHABILITACION,2018,4,ENTREGADO - INACTIVO
18223_CPRIOSROSAS49,18223,239982.03,ENVOLVENTE,2018,10,NO HACEN OBRA
18222_CPROTURETA8,18222,215636.65,ENVOLVENTE,2018,11,NO ADJUDICADO
18221_CPGRUPOSAGARMINAGA9,18221,266979.80,ENVOLVENTE,2018,11,NO ADJUDICADO
18220_REXSPAIN-ZURICH,18220,139859.03,FACHADA,2018,8,CONTRATADO
18219_CPANDALUCIA14,18219,69914.00,FACHADA,2018,4,ENTREGADO - INACTIVO
18218_CPMAESTROVICTORIA6,18218,273959.62,ENVOLVENTE,2018,11,NO ADJUDICADO
18217_CPSANTURCEJUANDEROMPEOLAS42,18217,83989.75,ENVOLVENTE,2018,4,ENTREGADO - INACTIVO
18216_CPZUMAQUERA76,18216,113434.83,ENVOLVENTE,2018,4,ENTREGADO - INACTIVO
18215_CPBEMBIBRE6MANOTERAS,18215,107526.20,ENVOLVENTE,2018,11,NO ADJUDICADO
18214_OBISPADODEALCALÁDEHENARES,18214,158698.08,PATRIMONIO,2018,4,ENTREGADO - INACTIVO
18213_CPMARIANOSANMIGUEL2,18213,107745.36,ENVOLVENTE,2018,4,ENTREGADO - INACTIVO
18212_CPBONSUCCÉS7,18212,34695.49,FACHADA,2018,11,NO ADJUDICADO
18211_CPMALDONADO42,18211,68714.10,REHABILITACION,2018,11,NO ADJUDICADO
18210_CPALCALÁ127,18210,53796.42,REHABILITACION,2018,11,NO ADJUDICADO
18209_CPVALLDONCELLA56,18209,32200.65,FACHADA,2018,11,NO ADJUDICADO
18208_CPSECTORESCULTORES24-28,18208,717790.00,ENVOLVENTE,2018,8,CONTRATADO
18207_CPGRAVINA4,18207,85125.55,FACHADA,2018,11,NO ADJUDICADO
18206_CPHARMONIA11,18206,75972.44,FACHADA,2018,11,NO ADJUDICADO
18205_CPCOSTAICUXART1,18205,106883.32,REHABILITACION,2018,4,ENTREGADO - INACTIVO
18204_CPSANTURCEFUNDACIÓNHOGAR3,18204,439129.96,ENVOLVENTE,2018,11,NO ADJUDICADO
18203_CPSAUCES1,18203,199421.54,REHABILITACION,2018,11,NO ADJUDICADO
18202_PROPIEDAD,18202,2529132.66,REHABILITACION,2018,11,NO ADJUDICADO
18201_CPAUGUSTOFIGUEROA29,18201,61184.72,REHABILITACION,2018,4,ENTREGADO - INACTIVO
18199_CPPARTICULARINDAUTXU10,18199,166842.53,ENVOLVENTE,2018,11,NO ADJUDICADO
18198_CPESPALTER2,18198,111494.60,FACHADA,2018,11,NO ADJUDICADO
18197_CPGRANADOS3,18197,538389.80,ENVOLVENTE,2018,4,ENTREGADO - INACTIVO
18195_CPSANTAEUGENIA52,18195,89635.00,ENVOLVENTE,2018,11,NO ADJUDICADO
18194_CPDIAGONAL38-46,18194,239763.69,REHABILITACION,2018,11,NO ADJUDICADO
18193_PINEREPROJECT,18193,66784.08,PATRIMONIO,2018,11,NO ADJUDICADO
18192_CPPRINCESA56,18192,117389.96,FACHADA,2018,11,NO ADJUDICADO
18190_ARZOBISPADODEMADRID,18190,248470.69,PATRIMONIO,2018,4,ENTREGADO - INACTIVO
18189_CPGONZALODECESPEDES1,18189,73703.88,ENVOLVENTE,2018,8,CONTRATADO
18188_CPLICENCIADOPOZA50,18188,327741.89,ENVOLVENTE,2018,11,NO ADJUDICADO
18187_CPSANTACRUZDERETAMAR1620,18187,336403.73,REHABILITACION,2018,11,NO ADJUDICADO
18186_CPVALENCIA168,18186,31987.25,FACHADA,2018,11,NO ADJUDICADO
18185_CPTELLEZ10,18185,63647.60,REHABILITACION,2018,11,NO ADJUDICADO
18184_CPRAMBLACTALANA66BIS,18184,88697.55,FACHADA,2018,11,NO ADJUDICADO
18183_CPSANTURCEREGALES77,18183,68624.00,ENVOLVENTE,2018,11,NO ADJUDICADO
18182_CPSANTURCEREGALES75,18182,67435.00,ENVOLVENTE,2018,11,NO ADJUDICADO
18181_CPATAULFO18,18181,36922.60,REHABILITACION,2018,11,NO ADJUDICADO
18180_CPDODGE1,18180,130711.37,REHABILITACION,2018,11,NO ADJUDICADO
18179_CPSANPEDRODECARDEÑA3,18179,105479.00,ENVOLVENTE,2018,11,NO ADJUDICADO
18178_CPGRANVÍADELESCORTSCATALANES732,18178,454140.80,FACHADA,2018,11,NO ADJUDICADO
18177_RONSASA,18177,141555.78,REHABILITACION,2018,11,NO ADJUDICADO
18176_CPORELLANA10,18176,142714.00,FACHADA,2018,11,NO ADJUDICADO
18174_CPGOBELONDO2,18174,165923.60,ENVOLVENTE,2018,11,NO ADJUDICADO
18173_IGLESIASAGRADOSCORAZONES,18173,1077293.56,FACHADA,2018,4,ENTREGADO - INACTIVO
18172_CPVALENCIA341,18172,136500.77,FACHADA,2018,11,NO ADJUDICADO
18171_CPTEMPLARIOS1,18171,148415.00,ENVOLVENTE,2018,10,NO HACEN OBRA
"18170_CPSOLLUBE3
",18170,238547.75,ENVOLVENTE,2018,11,NO ADJUDICADO
18169_CPSANJUANDEORTEGA2480,18169,1007534.83,FACHADA,2018,11,NO ADJUDICADO
18168_CPREYESCATÓLICOS11,18168,174295.20,ENVOLVENTE,2018,4,ENTREGADO - INACTIVO
18167_CPPLATERÍADEMARTÍNEZ1,18167,279987.35,FACHADA,2018,11,NO ADJUDICADO
18166_CPGOYA64,18166,65960.43,FACHADA,2018,11,NO ADJUDICADO
18165_CPIZARO1820,18165,1052280.35,ENVOLVENTE,2018,11,NO ADJUDICADO
18164_CPAUSTRIA10,18164,410970.35,ENVOLVENTE,2018,11,NO ADJUDICADO
18163_PROPIEDAD,18163,62698.24,FACHADA,2018,8,CONTRATADO
18162_CPHNOSLAINSTRUCCIÓNCRISTIANA2,18162,235751.84,FACHADA,2018,11,NO ADJUDICADO
18161_CPCASTILLA15,18161,103897.02,ENVOLVENTE,2018,11,NO ADJUDICADO
18160_CPALMENDROS1,18160,212982.04,ENVOLVENTE,2018,10,NO HACEN OBRA
18159_CPBLASDEOTERO45,18159,156201.88,FACHADA,2018,11,NO ADJUDICADO
18158_CPIBARRA11,18158,317165.50,REHABILITACION,2018,11,NO ADJUDICADO
18156_CPGUZMÁNELBUENO116,18156,138960.32,REHABILITACION,2018,8,CONTRATADO
18155_CPCORREDERABAJADESANPABLO53,18155,55317.60,FACHADA,2018,11,NO ADJUDICADO
18154_CPSOMONTÍN71MANOTERAS,18154,226995.00,ENVOLVENTE,2018,11,NO ADJUDICADO
18153_CPSANPEDRODECARDEÑA66,18153,98673.00,ENVOLVENTE,2018,11,NO ADJUDICADO
18152_CPSAGARMINAGA23,18152,799757.71,FACHADA,2018,11,NO ADJUDICADO
18151_CPMORGAN246,18151,978546.15,FACHADA,2018,11,NO ADJUDICADO
18150_CPITURRIAGA7,18150,94269.22,FACHADA,2018,11,NO ADJUDICADO
18149_CPJOSEPANSELMCLAVE51,18149,76333.53,FACHADA,2018,11,NO ADJUDICADO
18148_CPFRANCESCPEREZCABRERO,18148,95664.66,FACHADA,2018,11,NO ADJUDICADO
18147_INDITEX,18147,71708.00,FACHADA,2018,8,CONTRATADO
18146_CPGALDAMES24,18146,384219.01,ENVOLVENTE,2018,4,ENTREGADO - INACTIVO
18144_CPCALABRIA88,18144,36839.08,FACHADA,2018,10,NO HACEN OBRA
18143_CPPLAZADESANJOSÉ1,18143,1349065.14,FACHADA,2018,11,NO ADJUDICADO
18142_CPGRUPOMIRAMAR6,18142,252941.06,FACHADA,2018,11,NO ADJUDICADO
18141_CPPRINCESADEÉBOLI1226,18141,1757169.63,ENVOLVENTE,2018,4,ENTREGADO - INACTIVO
18139_CPFILIPINAS22,18139,66721.52,FACHADA,2018,4,ENTREGADO - INACTIVO
18138_CPMÉJICO4,18138,147251.67,ENVOLVENTE,2018,11,NO ADJUDICADO
18137_CPGENERALFANJUL17,18137,108790.58,ENVOLVENTE,2018,4,ENTREGADO - INACTIVO
18136_PROPIEDAD,18136,692113.73,REHABILITACION,2018,4,ENTREGADO - INACTIVO
18134_CPMARAGALL263,18134,158893.75,FACHADA,2018,11,NO ADJUDICADO
18133_GOBIERNODENAVARRA,18133,444602.68,PATRIMONIO,2018,8,CONTRATADO
18132_CPVIUDADEEPALZA9,18132,98916.47,FACHADA,2018,11,NO ADJUDICADO
18131_AVINTIACONSTRUCCIÓN,18131,2014250.00,PATRIMONIO,2018,11,NO ADJUDICADO
18130_CPCAMINODELOSHOYOS2022,18130,117824.29,FACHADA,2018,11,NO ADJUDICADO
18129_CPGRANVÍA59,18129,377879.71,FACHADA,2018,4,ENTREGADO - INACTIVO
18128_CPBOGOTÁ4,18128,119488.00,ENVOLVENTE,2018,10,NO HACEN OBRA
18127_CPBLASDEOTERO51,18127,96386.11,FACHADA,2018,11,NO ADJUDICADO
18125_CPHARMONIA3,18125,202924.51,FACHADA,2018,8,CONTRATADO
18124_CPSANTABRÍGIDA23,18124,99690.56,REHABILITACION,2018,8,CONTRATADO
18123_CPBARQUILLO10,18123,51953.92,REHABILITACION,2018,11,NO ADJUDICADO
18122_FUNDACIÓNCARLOSDEAMBERES,18122,74935.00,FACHADA,2018,8,CONTRATADO
18121_CPHARMONIA2,18121,89924.66,FACHADA,2018,11,NO ADJUDICADO
18120_CPFLORIDA97,18120,22427.28,REHABILITACION,2018,11,NO ADJUDICADO
18119_CPCASTILLALAMANCHA12,18119,74959.01,REHABILITACION,2018,11,NO ADJUDICADO
18118_CPVALENZUELA6,18118,93818.81,FACHADA,2018,11,NO ADJUDICADO
18117_CPSANTPAU21-23,18117,193640.39,FACHADA,2018,4,ENTREGADO - INACTIVO
18116_CPJUNTADECOMERÇ17,18116,57266.53,FACHADA,2018,11,NO ADJUDICADO
18115_CPALDANA7,18115,189678.74,FACHADA,2018,4,ENTREGADO - INACTIVO
18114_CPCASTILLAYLEÓN11,18114,72831.10,FACHADA,2018,11,NO ADJUDICADO
18113_CPLUISLANDETXO7,18113,52688.46,FACHADA,2018,4,ENTREGADO - INACTIVO
18112_CPPINARDESOMOSAGUAS89EDIFFOROSOM,18112,56931.46,FACHADA,2018,11,NO ADJUDICADO
18111_CPPROVENÇA220,18111,46943.59,FACHADA,2018,11,NO ADJUDICADO
18110_CPCOSTANILLADELOSCAPUCHINOS3,18110,193271.65,REHABILITACION,2018,8,CONTRATADO
18109_CPSANTPAU17-19,18109,263131.70,REHABILITACION,2018,11,NO ADJUDICADO
18108_CPMUNIBE2,18108,71185.37,ENVOLVENTE,2018,4,ENTREGADO - INACTIVO
18107_COLEGIOSAGRADOSCORAZONES,18107,572329.75,REHABILITACION,2018,11,NO ADJUDICADO
18106_BANCODEESPAÑA,18106,385039.64,PATRIMONIO,2018,11,NO ADJUDICADO
18105_CPZUBITXETA2,18105,648939.76,FACHADA,2018,11,NO ADJUDICADO
18104_CPBIDEBARRIETA1,18104,290492.97,FACHADA,2018,11,NO ADJUDICADO
18103_CPALCALÁ167,18103,60867.46,FACHADA,2018,11,NO ADJUDICADO
18102_CPFRANCISCOGÓMEZ31,18102,89938.62,ENVOLVENTE,2018,4,ENTREGADO - INACTIVO
18101_CPSALADO4,18101,112411.28,ENVOLVENTE,2018,11,NO ADJUDICADO
18100_CPSANTAMARÍAREINA7,18100,93890.43,FACHADA,2018,11,NO ADJUDICADO
18098_CIRCULODEBELLASARTES,18098,1275414.97,FACHADA,2018,8,CONTRATADO
18097_CPTABLANCA5,18097,67971.64,ENVOLVENTE,2018,11,NO ADJUDICADO
18096_CPALBACETE1,18096,82749.24,FACHADA,2018,11,NO ADJUDICADO
18095_SEMINARIOCONCILIARDEMADRID,18095,3372949.21,PATRIMONIO,2018,11,NO ADJUDICADO
18094_BANCODEESPAÑA,18094,287218.52,PATRIMONIO,2018,11,NO ADJUDICADO
18093_ADIF,18093,452504.71,PATRIMONIO,2018,11,NO ADJUDICADO
18092_CPPUERTOURKIOLA3,18092,124953.46,FACHADA,2018,11,NO ADJUDICADO
18091_CPCASANOVA209,18091,153162.88,REHABILITACION,2018,11,NO ADJUDICADO
18090_CPBENETMATEO27-37,18090,524581.73,REHABILITACION,2018,11,NO ADJUDICADO
18088_CPDIEGODELEÓN41,18088,59849.99,FACHADA,2018,11,NO ADJUDICADO
18087_CPIZORIA4,18087,228775.42,ENVOLVENTE,2018,4,ENTREGADO - INACTIVO
18086_CPQUEVEDO3,18086,112832.72,FACHADA,2018,11,NO ADJUDICADO
18085_PROPIEDAD,18085,14929.40,REHABILITACION,2018,11,NO ADJUDICADO
18084_CPNUÑEZDEBALBOA24,18084,10880.00,FACHADA,2018,4,ENTREGADO - INACTIVO
18083_CPPEDROÑERAS18,18083,103330.90,REHABILITACION,2018,11,NO ADJUDICADO
18081_CPHERMENEGILDOBIELSA36,18081,223528.38,ENVOLVENTE,2018,8,CONTRATADO
18080_CPLISBOA30,18080,104372.14,ENVOLVENTE,2018,10,NO HACEN OBRA
18079_PROPIEDAD,18079,117155.30,FACHADA,2018,11,NO ADJUDICADO
18078_CPPLAZADELOSRIOS9,18078,64125.45,ENVOLVENTE,2018,4,ENTREGADO - INACTIVO
18076_CPAMPLE30-32,18076,325968.80,REHABILITACION,2018,11,NO ADJUDICADO
18075_CPGODELLA57,18075,83710.61,REHABILITACION,2018,10,NO HACEN OBRA
18072_PROPIEDAD,18072,149337.05,FACHADA,2018,11,NO ADJUDICADO
