OP_NOMBRE,TIPOLOGIA,ESTADO_SEGUIMIENTO,FECHA_RECOGIDA_REAL,fecha_RRR,Importe_MAX
21002_CPESTORIL12,ENVOLVENTE,11 NO ADJUDICADO,10/11/2020,2020-11-10 00:00,"€239644,25"
22144_FEBLANCSL,REHABILITACION,08 CONTRATADO,22/6/2022,2022-06-22 00:00,"€210165,65"
16360_CPAUSIASMARCH136,FACHADA,11 NO ADJUDICADO,13/10/2016,2016-10-13 00:00,"€102039,37"
16148_CPGRACIA61/VALENCIA249,FACHADA,11 NO ADJUDICADO,21/4/2016,2016-04-21 00:00,"€359799,01"
23077_CPIPARRAGUIRRE10,ENVOLVENTE,04 ENTREGADO - INACTIVO,9/3/2023,2023-03-09 00:00,"€582315,13"
21009_CPSAGARMINAGA27,ENVOLVENTE,11 NO ADJUDICADO,14/1/2021,2021-01-14 00:00,"€613994,21"
22087_CPGALLARDIAUZOA1315,ENVOLVENTE,11 NO ADJUDICADO,8/3/2022,2022-03-08 00:00,"€373616,87"
23091_CPMARÍADÍAZDEHARO40,ENVOLVENTE,02 EN ESTUDIO,9/3/2023,2023-03-09 00:00,"€192157,99"
23294_CPSOLLUBE8DERIO,ENVOLVENTE,03 ENTREGADO - ACTIVO,,2023-09-29 06:49,"€58624,91"
20077_CPGENERALCONCHA8,ENVOLVENTE,04 ENTREGADO - INACTIVO,4/3/2020,2020-03-04 00:00,"€589957,88"
23288_CPMIGUELSERVET6,ENVOLVENTE,03 ENTREGADO - ACTIVO,,2023-09-25 15:30,"€203417,50"
19258_CPFUNDACIÓNHOGAR8,ENVOLVENTE,04 ENTREGADO - INACTIVO,14/10/2019,2019-10-14 00:00,"€289810,48"
21268_CPMARIANAPINEDA10,ENVOLVENTE,04 ENTREGADO - INACTIVO,12/11/2021,2021-11-12 00:00,"€113940,67"
23166_CPALBERTOARRUE5,ENVOLVENTE,03 ENTREGADO - ACTIVO,8/5/2023,2023-05-08 00:00,"€167578,06"
23095_CPMIGUELDECERVANTES19,ENVOLVENTE,03 ENTREGADO - ACTIVO,15/3/2023,2023-03-15 00:00,"€396614,76"
23342_CPMANUELCALVO12,ENVOLVENTE,03 ENTREGADO - ACTIVO,,2023-11-09 13:23,"€307145,74"
18286_CPJULIANGAIARRE1,ENVOLVENTE,08 CONTRATADO,29/6/2018,2018-06-29 00:00,"€199897,26"
18236_ARZOBISPADODESANSEBASTIÁN,PATRIMONIO,03 ENTREGADO - ACTIVO,15/6/2018,2018-06-15 00:00,"€1454125,43"
17117_CPAMEZTI8,ENVOLVENTE,04 ENTREGADO - INACTIVO,13/3/2017,2017-03-13 00:00,"€566617,55"
21192_CPSILVA18,REHABILITACION,08 CONTRATADO,1/6/2021,2021-06-01 00:00,"€602608,80"
18121_CPHARMONIA2,FACHADA,11 NO ADJUDICADO,4/4/2018,2018-04-04 00:00,"€89924,66"
18125_CPHARMONIA3,FACHADA,08 CONTRATADO,15/3/2018,2018-03-15 00:00,"€202924,51"
19036_CPVILLAMARI56,REHABILITACION,04 ENTREGADO - INACTIVO,5/7/2019,2019-07-05 00:00,"€243819,37"
"20134_CPVILLAMARI58
",PATRIMONIO,04 ENTREGADO - INACTIVO,2/6/2020,2020-06-02 00:00,"€69653,75"
19121_COLONIALINMOBILIARIA,FACHADA,04 ENTREGADO - INACTIVO,25/2/2019,2019-02-25 00:00,"€59406,45"
19200_CPGOYA99,FACHADA,11 NO ADJUDICADO,13/7/2019,2019-07-13 00:00,"€228570,79"
16026_CPVALDECILLA27,FACHADA,11 NO ADJUDICADO,12/1/2016,2016-01-12 00:00,"€343176,05"
23136_CPPLENTZIALABASTURE16,ENVOLVENTE,11 NO ADJUDICADO,25/4/2023,2023-04-25 00:00,"€499674,56"
21133_ARCHIDIÓCESISDESEVILLA,PATRIMONIO,11 NO ADJUDICADO,14/5/2021,2021-05-14 00:00,"€182479,89"
23062_CPVIRGENDELCARMEN56,ENVOLVENTE,03 ENTREGADO - ACTIVO,20/2/2023,2023-02-20 00:00,"€249536,16"
23066_CPPRÍNCIPEDEVERGARA58,ENVOLVENTE,06 ADJUDICADO - VIABILIDAD,20/2/2023,2023-02-20 00:00,"€162323,98"
20158_KENNEDYWILSON,REHABILITACION,08 CONTRATADO,30/6/2020,2020-06-30 00:00,"€3722252,27"
20159_CPBIDEGAÍN12,ENVOLVENTE,04 ENTREGADO - INACTIVO,3/4/2020,2020-04-03 00:00,"€123357,66"
23015_CPALCALÁ97,FACHADA,03 ENTREGADO - ACTIVO,12/1/2023,2023-01-12 00:00,"€673107,60"
21159_CPDOCTORGÓMEZULLA2,FACHADA,03 ENTREGADO - ACTIVO,15/6/2021,2021-06-15 00:00,"€184727,29"
17005_PROPIEDAD,FACHADA,11 NO ADJUDICADO,21/12/2016,2016-12-21 00:00,"€241263,12"
20010_SOHOBOUTIQUEHOTELS,REHABILITACION,11 NO ADJUDICADO,9/1/2020,2020-01-09 00:00,"€1872596,49"
21132_FUENTALAREINA82,FACHADA,08 CONTRATADO,20/5/2021,2021-05-20 00:00,"€149789,16"
18016_CPVARGAS49,FACHADA,11 NO ADJUDICADO,10/1/2018,2018-01-10 00:00,"€472391,08"
16314_CPNERVIÓN28-30,FACHADA,11 NO ADJUDICADO,27/9/2016,2016-09-27 00:00,"€233866,90"
23356_CPARENAL3,FACHADA,03 ENTREGADO - ACTIVO,,2023-11-16 15:23,"€147877,21"
20087_CPPRIM43,ENVOLVENTE,11 NO ADJUDICADO,25/2/2020,2020-02-25 00:00,"€141490,05"
20137_CPABATXOLO27,ENVOLVENTE,04 ENTREGADO - INACTIVO,19/6/2020,2020-06-19 00:00,"€146164,24"
23012_CPFERRERÍAS50,ENVOLVENTE,03 ENTREGADO - ACTIVO,9/1/2023,2023-01-09 00:00,"€281491,64"
23047_CPMEZO69,ENVOLVENTE,04 ENTREGADO - INACTIVO,2/2/2023,2023-02-02 00:00,"€131869,25"
23146_CPABARO18,ENVOLVENTE,11 NO ADJUDICADO,4/5/2023,2023-05-04 00:00,"€99975,64"
23010_CPHERRIKO10,ENVOLVENTE,03 ENTREGADO - ACTIVO,24/11/2022,2022-11-24 00:00,"€299909,80"
23346_CPCAMILOVILLABASO18,ENVOLVENTE,03 ENTREGADO - ACTIVO,,2023-11-11 10:21,"€344648,05"
23326_JUMIN,FACHADA,02 EN ESTUDIO,,2023-10-26 17:28,"€981885,93"
23225_CPSEGUNDA16CIUDADPEGASO,ENVOLVENTE,04 ENTREGADO - INACTIVO,26/7/2023,2023-07-26 00:00,"€333781,42"
16021_CPINFANTAS16,FACHADA,11 NO ADJUDICADO,5/1/2006,2006-01-05 00:00,"€79616,16"
16019_CPPLANETANEPTUNO2,REHABILITACION,04 ENTREGADO - INACTIVO,5/1/2016,2016-01-05 00:00,"€95608,29"
17340_CPRUFINOREJÓN9,ENVOLVENTE,11 NO ADJUDICADO,,2023-11-21 10:34,"€215395,70"
19096_CPPICODEARTILLEROS33,ENVOLVENTE,04 ENTREGADO - INACTIVO,4/4/2019,2019-04-04 00:00,"€238761,25"
17310_CPCARABELOS37,ENVOLVENTE,11 NO ADJUDICADO,2/10/2017,2017-10-02 00:00,"€94492,71"
18101_CPSALADO4,ENVOLVENTE,11 NO ADJUDICADO,,2023-11-21 10:34,"€112411,28"
17027_CPESPARTEROS1-3-5-7,REHABILITACION,11 NO ADJUDICADO,20/1/2017,2017-01-20 00:00,"€126096,08"
16079_CPSANJUAN12,REHABILITACION,10 NO HACEN OBRA,28/2/2016,2016-02-28 00:00,"€62451,05"
19016_CPMARQUÉSDECORBERA48,ENVOLVENTE,11 NO ADJUDICADO,11/1/2019,2019-01-11 00:00,"€357876,94"
18374_CPMAESTROGRANADOS1-5,REHABILITACION,04 ENTREGADO - INACTIVO,13/11/2018,2018-11-13 00:00,"€359399,49"
17260_CPSIERRAPICOSDEEUROPA17,ENVOLVENTE,11 NO ADJUDICADO,25/7/2017,2017-07-25 00:00,"€215448,06"
16046_CPHELSINKI5,REHABILITACION,11 NO ADJUDICADO,27/1/2016,2016-01-27 00:00,"€154249,69"
16198_CPGENERALROMEROBASART55,ENVOLVENTE,11 NO ADJUDICADO,7/6/2016,2016-06-07 00:00,"€145123,98"
19120_CPMARQUÉSDECORBERA58,ENVOLVENTE,11 NO ADJUDICADO,30/4/2019,2019-04-30 00:00,"€109828,01"
17309_CPCARABELOS45,ENVOLVENTE,11 NO ADJUDICADO,2/10/2017,2017-10-02 00:00,"€105997,82"
18141_CPPRINCESADEÉBOLI1226,ENVOLVENTE,04 ENTREGADO - INACTIVO,23/4/2018,2018-04-23 00:00,"€1757169,63"
17037_CPUNANIMIDAD1214,REHABILITACION,11 NO ADJUDICADO,20/1/2017,2017-01-20 00:00,"€283908,78"
16047_CPARROYOMOLINOS27,REHABILITACION,11 NO ADJUDICADO,27/1/2016,2016-01-27 00:00,"€128860,93"
17057_CPARCE14-20,REHABILITACION,04 ENTREGADO - INACTIVO,20/1/2017,2017-01-20 00:00,"€273025,12"
18100_CPSANTAMARÍAREINA7,FACHADA,11 NO ADJUDICADO,14/3/2018,2018-03-14 00:00,"€93890,43"
17258_CPNAVARRA1,ENVOLVENTE,11 NO ADJUDICADO,25/7/2017,2017-07-25 00:00,"€75820,00"
16055_CPMORALEJA2,REHABILITACION,11 NO ADJUDICADO,2/3/2016,2016-03-02 00:00,"€107672,14"
18137_CPGENERALFANJUL17,ENVOLVENTE,04 ENTREGADO - INACTIVO,18/4/2018,2018-04-18 00:00,"€108790,58"
16179_CPLIBERTAD89,FACHADA,11 NO ADJUDICADO,31/5/2016,2016-05-31 00:00,"€250326,27"
18391_CPSANTAISABEL30,ENVOLVENTE,04 ENTREGADO - INACTIVO,12/12/2018,2018-12-12 00:00,"€189879,60"
17311_CPCARABELOS39,ENVOLVENTE,11 NO ADJUDICADO,2/10/2017,2017-10-02 00:00,"€93749,51"
18203_CPSAUCES1,REHABILITACION,11 NO ADJUDICADO,14/6/2018,2018-06-14 00:00,"€199421,54"
17319_CPMESÓNDEPAREDES80,REHABILITACION,04 ENTREGADO - INACTIVO,17/10/2017,2017-10-17 00:00,"€558881,49"
16325_CPLIBERTAD9,REHABILITACION,11 NO ADJUDICADO,20/9/2016,2016-09-20 00:00,"€299564,88"
20193_VELAPI,FACHADA,08 CONTRATADO,25/6/2020,2020-06-25 00:00,"€65856,24"
20084_CPFRANCESCCARBONELL6-26,FACHADA,04 ENTREGADO - INACTIVO,25/2/2020,2020-02-25 00:00,"€2157105,58"
21023_DECORIIPROYECTOSINMOBILIARIOS,REHABILITACION,11 NO ADJUDICADO,20/1/2021,2021-01-20 00:00,"€2799662,77"
16326_VÍAS,FACHADA,11 NO ADJUDICADO,13/10/2016,2016-10-13 00:00,"€295323,01"
18198_CPESPALTER2,FACHADA,11 NO ADJUDICADO,6/6/2018,2018-06-06 00:00,"€111494,60"
21164_CPJORGEJUAN44,FACHADA,11 NO ADJUDICADO,16/6/2021,2021-06-16 00:00,"€156587,87"
19118_CPJUNTASGENERALES20,ENVOLVENTE,11 NO ADJUDICADO,25/4/2019,2019-04-25 00:00,"€335266,32"
22165_CPSANCOSMEYSANDAMIÁN3,FACHADA,04 ENTREGADO - INACTIVO,22/6/2022,2022-06-22 00:00,"€49742,44"
22166_CPSANCOSMEYSANDAMIÁN3,REHABILITACION,03 ENTREGADO - ACTIVO,22/6/2022,2022-06-22 00:00,"€9509,45"
18295_CPHENAO28,FACHADA,11 NO ADJUDICADO,6/9/2018,2018-09-06 00:00,"€456932,26"
22003_CPESPERANZA29,REHABILITACION,08 CONTRATADO,9/12/2022,2022-12-09 00:00,"€398953,58"
18088_CPDIEGODELEÓN41,FACHADA,11 NO ADJUDICADO,27/2/2018,2018-02-27 00:00,"€59849,99"
18211_CPMALDONADO42,REHABILITACION,11 NO ADJUDICADO,14/6/2018,2018-06-14 00:00,"€68714,10"
21108_CPFERNÁNDEZDELAHOZ4,FACHADA,11 NO ADJUDICADO,17/3/2021,2021-03-17 00:00,"€47423,08"
19210_CPJOAQUÍNBLUME9-11,ENVOLVENTE,11 NO ADJUDICADO,10/7/2019,2019-07-10 00:00,"€784854,41"
19003_CPHERMANOSPINZÓN2,ENVOLVENTE,11 NO ADJUDICADO,12/12/2018,2018-12-12 00:00,"€583874,49"
23081_CPSANTÍSIMATRINIDAD16,FACHADA,02 EN ESTUDIO,7/3/2023,2023-03-07 00:00,"€102492,04"
23102_CPVENTURADELAVEGA16,ENVOLVENTE,03 ENTREGADO - ACTIVO,30/3/2023,2023-03-30 00:00,"€142263,01"
20156_CPLARRA1,PATRIMONIO,04 ENTREGADO - INACTIVO,12/5/2020,2020-05-12 00:00,"€66192,54"
22202_CPGENERALCASTAÑOS9,ENVOLVENTE,03 ENTREGADO - ACTIVO,12/9/2022,2022-09-12 00:00,"€182995,50"
23210_CPHORTALEZA7,FACHADA,03 ENTREGADO - ACTIVO,3/7/2023,2023-07-03 00:00,"€219868,99"
21059_CPRODRÍGUEZSANPEDRO65,FACHADA,11 NO ADJUDICADO,5/3/2021,2021-03-05 00:00,"€20578,29"
22204_CPMASO4,ENVOLVENTE,11 NO ADJUDICADO,31/8/2022,2022-08-31 00:00,"€255587,11"
23322_CPMORENONIETO16,ENVOLVENTE,03 ENTREGADO - ACTIVO,,2023-10-25 15:45,"€433385,57"
20026_CPPEDROBARREDA15,REHABILITACION,11 NO ADJUDICADO,30/1/2020,2020-01-30 00:00,"€372517,26"
19193_CPREINA31,REHABILITACION,10 NO HACEN OBRA,21/6/2019,2019-06-21 00:00,"€174729,94"
17069_CPSAMANIEGO7,FACHADA,11 NO ADJUDICADO,24/1/2017,2017-01-24 00:00,"€177661,71"
19249_CPRAMÓNYCAJAL13,ENVOLVENTE,11 NO ADJUDICADO,27/9/2019,2019-09-27 00:00,"€98824,07"
20074_CPSANJUANBAUTISTA10,ENVOLVENTE,11 NO ADJUDICADO,6/2/2020,2020-02-06 00:00,"€54461,90"
19124_CPSANTUTXU28,FACHADA,11 NO ADJUDICADO,14/5/2019,2019-05-14 00:00,"€299965,30"
19242_CPCAMILOVILLABASO10,ENVOLVENTE,11 NO ADJUDICADO,17/9/2019,2019-09-17 00:00,"€299616,00"
21015_CPCAMPODELATORRE19,FACHADA,11 NO ADJUDICADO,29/12/2020,2020-12-29 00:00,"€1298839,92"
17360_CPBONANOVA105,FACHADA,11 NO ADJUDICADO,15/11/2017,2017-11-15 00:00,"€276993,03"
16371_CPALMENDRO25,OTROS,11 NO ADJUDICADO,9/11/2016,2016-11-09 00:00,"€1386,00"
23071_CPENRIQUEMOWINKEL7682,ENVOLVENTE,11 NO ADJUDICADO,10/3/2023,2023-03-10 00:00,"€2409236,85"
20080_CPARETXALDEDEAUZOA157158,ENVOLVENTE,08 CONTRATADO,26/2/2020,2020-02-26 00:00,"€491268,55"
21020_CPMARIANOCIRIQUAIN1,ENVOLVENTE,11 NO ADJUDICADO,6/11/2020,2020-11-06 00:00,"€555766,60"
20169_INTERSETA,REHABILITACION,11 NO ADJUDICADO,5/8/2020,2020-08-05 00:00,"€1134382,73"
20251_CPMENENDEZPELAYO4,ENVOLVENTE,11 NO ADJUDICADO,9/12/2020,2020-12-09 00:00,"€287329,62"
18317_CPARRIETA10,FACHADA,11 NO ADJUDICADO,1/10/2018,2018-10-01 00:00,"€101525,31"
22215_CPBEÑATETXEPARE2,REHABILITACION,11 NO ADJUDICADO,12/9/2022,2022-09-12 00:00,"€223862,41"
22239_CPNERVIÓN1A5YDRFLEMING4,ENVOLVENTE,03 ENTREGADO - ACTIVO,22/9/2022,2022-09-22 00:00,"€742341,65"
21060_CPARABA12,ENVOLVENTE,03 ENTREGADO - ACTIVO,22/2/2021,2021-02-22 00:00,"€105198,86"
21255_CPGRUPOPRIMERODEMAYO23,ENVOLVENTE,03 ENTREGADO - ACTIVO,12/11/2021,2021-11-12 00:00,"€227705,86"
21240_CPITURRIBIDE8,ENVOLVENTE,08 CONTRATADO,25/10/2021,2021-10-25 00:00,"€320996,35"
18197_CPGRANADOS3,ENVOLVENTE,04 ENTREGADO - INACTIVO,9/5/2018,2018-05-09 00:00,"€538389,80"
21048_CPBIZKARGI22,ENVOLVENTE,11 NO ADJUDICADO,18/2/2021,2021-02-18 00:00,"€63973,81"
18142_CPGRUPOMIRAMAR6,FACHADA,11 NO ADJUDICADO,16/4/2018,2018-04-16 00:00,"€252941,06"
18151_CPMORGAN246,FACHADA,11 NO ADJUDICADO,27/4/2018,2018-04-27 00:00,"€978546,15"
20207_CPENCARNACIÓN27,ENVOLVENTE,08 CONTRATADO,1/10/2020,2020-10-01 00:00,"€18076,22"
22110_PATRIMONIONACIONAL,PATRIMONIO,11 NO ADJUDICADO,24/3/2022,2022-03-24 00:00,"€165446,16"
22042_CPJOSÉETXEGARAY35,ENVOLVENTE,04 ENTREGADO - INACTIVO,15/2/2022,2022-02-15 00:00,"€395722,08"
23074_CPJOSÉABASCAL29,REHABILITACION,03 ENTREGADO - ACTIVO,17/3/2023,2023-03-17 00:00,"€97905,91"
17213_CPRIBERADELMANZANARES75,FACHADA,08 CONTRATADO,,2023-11-21 10:34,"€206785,33"
16239_CPRIBERADELMANZANARES77,FACHADA,08 CONTRATADO,5/7/2016,2016-07-05 00:00,"€198858,94"
20164_CPMUGURUZA11,ENVOLVENTE,04 ENTREGADO - INACTIVO,15/7/2020,2020-07-15 00:00,"€107856,19"
19302_CPBUENPASTOR62,ENVOLVENTE,04 ENTREGADO - INACTIVO,4/11/2019,2019-11-04 00:00,"€227642,68"
22214_CPANDIKOLLANO5,ENVOLVENTE,04 ENTREGADO - INACTIVO,2/8/2022,2022-08-02 00:00,"€255950,36"
17163_CPGUIPUZKOA20,ENVOLVENTE,11 NO ADJUDICADO,27/4/2017,2017-04-27 00:00,"€54896,84"
17125_CPARTETA9,FACHADA,11 NO ADJUDICADO,27/3/2017,2017-03-27 00:00,"€669397,27"
18326_CPLUISGALDÓS12,ENVOLVENTE,04 ENTREGADO - INACTIVO,8/10/2018,2018-10-08 00:00,"€63270,45"
17103_CPALMIRANTEMARTÍNVALDECILLA13,REHABILITACION,11 NO ADJUDICADO,22/2/2017,2017-02-22 00:00,"€39350,94"
18194_CPDIAGONAL38-46,REHABILITACION,11 NO ADJUDICADO,10/5/2018,2018-05-10 00:00,"€239763,69"
23218_CPALHAURÍN4,ENVOLVENTE,03 ENTREGADO - ACTIVO,4/7/2023,2023-07-04 00:00,"€157924,05"
18189_CPGONZALODECESPEDES1,ENVOLVENTE,08 CONTRATADO,28/5/2018,2018-05-28 00:00,"€73703,88"
17115_ARZOBISPADODEMADRID,PATRIMONIO,03 ENTREGADO - ACTIVO,14/3/2017,2017-03-14 00:00,"€533190,80"
17126_CPALMENDRO25,REHABILITACION,11 NO ADJUDICADO,30/3/2017,2017-03-30 00:00,"€57097,11"
20021_CPCARMENGANDARIAS12,ENVOLVENTE,11 NO ADJUDICADO,23/1/2018,2018-01-23 00:00,"€350358,79"
21218_CPBARRIOARAMOTZ,ENVOLVENTE,11 NO ADJUDICADO,21/4/2021,2021-04-21 00:00,"€6206365,93"
21172_OBISPADODESEGORBE-CASTELLÓN,PATRIMONIO,11 NO ADJUDICADO,1/7/2021,2021-07-01 00:00,"€3505708,72"
19127_CPARRIATERA6365,ENVOLVENTE,11 NO ADJUDICADO,8/5/2019,2019-05-08 00:00,"€361499,94"
18136_PROPIEDAD,REHABILITACION,04 ENTREGADO - INACTIVO,16/4/2018,2018-04-16 00:00,"€692113,73"
16120_HOTELESEINMUEBLESSA,FACHADA,11 NO ADJUDICADO,5/4/2016,2016-04-05 00:00,"€1236125,79"
23170_CPCOLONIAJUANDELACIERVAALAGÓNALCAÑIZYAGRAMUNT,ENVOLVENTE,03 ENTREGADO - ACTIVO,22/5/2023,2023-05-22 00:00,"€665643,88"
17191_CPLOGROÑO142,REHABILITACION,08 CONTRATADO,26/5/2017,2017-05-26 00:00,"€49688,84"
16024_CPCALATRAVA19,FACHADA,08 CONTRATADO,11/1/2016,2016-01-11 00:00,"€26993,14"
22018_ARZOBISPADODEMADRIDUNIVERSIDADSANDAMASO,PATRIMONIO,11 NO ADJUDICADO,22/12/2021,2021-12-22 00:00,"€3899554,50"
18111_CPPROVENÇA220,FACHADA,11 NO ADJUDICADO,8/3/2018,2018-03-08 00:00,"€46943,59"
23373_CPLAVAPIES36,REHABILITACION,03 ENTREGADO - ACTIVO,,2023-12-11 07:29,"€98999,84"
22265_PROPIEDAD,REHABILITACION,11 NO ADJUDICADO,10/11/2022,2022-11-10 00:00,"€676935,06"
22122_CPPRÍNCIPEDEVERGARA15,FACHADA,08 CONTRATADO,13/5/2022,2022-05-13 00:00,"€241530,10"
21245_CPAVEMARÍA32,FACHADA,11 NO ADJUDICADO,13/10/2021,2021-10-13 00:00,"€158988,52"
22067_FUNDACIÓNEDUCACIÓNYEVANGELIO,FACHADA,08 CONTRATADO,22/2/2022,2022-02-22 00:00,"€398913,36"
17331_CPMALLORCA329-DIAGNAL335BIS,FACHADA,11 NO ADJUDICADO,16/10/2017,2017-10-16 00:00,"€149318,97"
20241_CPDIAGONAL250,REHABILITACION,04 ENTREGADO - INACTIVO,4/11/2020,2020-11-04 00:00,"€325874,17"
20112_ARZOBISPADODEMADRID,PATRIMONIO,11 NO ADJUDICADO,15/4/2020,2020-04-15 00:00,"€270099,18"
19314_CPSILVA2,REHABILITACION,11 NO ADJUDICADO,7/11/2019,2019-11-07 00:00,"€270652,26"
17145_CPSILVA2,ENVOLVENTE,11 NO ADJUDICADO,10/4/2017,2017-04-10 00:00,"€31962,54"
21135_CPFACTOR5,FACHADA,11 NO ADJUDICADO,31/5/2021,2021-05-31 00:00,"€196995,78"
17102_CPMAREGEO12,REHABILITACION,08 CONTRATADO,17/3/2014,2014-03-17 00:00,"€98979,29"
16204_CPMARQUESDEURQUIJO4,REHABILITACION,11 NO ADJUDICADO,11/5/2016,2016-05-11 00:00,"€43648,30"
23298_BANCOSANTANDER,FACHADA,07 PROCESO CONTRATACION,,2023-10-04 13:19,"€349445,37"
16227_CPLIBERTAD26,FACHADA,11 NO ADJUDICADO,13/6/2016,2016-06-13 00:00,"€246546,29"
22243_CPLUISMITJANS52ABCD,REHABILITACION,11 NO ADJUDICADO,18/10/2022,2022-10-18 00:00,"€22881,87"
22072_CPCONSTITUCIÓN119121,REHABILITACION,03 ENTREGADO - ACTIVO,10/3/2022,2022-03-10 00:00,"€1299811,70"
23207_UNIVERSIDADESCUNI,REHABILITACION,03 ENTREGADO - ACTIVO,21/6/2023,2023-06-21 00:00,"€588828,15"
23048_CPARRONTEGUI2022,ENVOLVENTE,11 NO ADJUDICADO,7/2/2023,2023-02-07 00:00,"€599931,93"
23112_FIDESGESTIÓN,REHABILITACION,11 NO ADJUDICADO,31/1/2023,2023-01-31 00:00,"€2385869,52"
16398_CABILDODELACATEDRAL,PATRIMONIO,11 NO ADJUDICADO,1/12/2016,2016-12-01 00:00,"€58614,06"
20107_MILLENIUMHOTELREALSTATE,REHABILITACION,11 NO ADJUDICADO,6/5/2020,2020-05-06 00:00,"€1089255,99"
16389_GLEEDS,FACHADA,11 NO ADJUDICADO,23/11/2016,2016-11-23 00:00,"€314610,48"
20071_CPJUANDELACOSARAMÓNYCAJALLEO,ENVOLVENTE,11 NO ADJUDICADO,12/3/2020,2020-03-12 00:00,"€1778739,40"
23186_CASANUEVOCLUBSA,REHABILITACION,08 CONTRATADO,10/12/2022,2022-12-10 00:00,"€139921,38"
20165_CPSANATONIO18,ENVOLVENTE,11 NO ADJUDICADO,20/7/2020,2020-07-20 00:00,"€765798,86"
20166_CPSANATONIO20,ENVOLVENTE,11 NO ADJUDICADO,20/7/2020,2020-07-20 00:00,"€707717,13"
17302_CPJUANRAMÓNJIMÉNEZ12,FACHADA,11 NO ADJUDICADO,28/9/2017,2017-09-28 00:00,"€47168,20"
23273_HERMANDADDELAESPERANZADETRIANA,PATRIMONIO,11 NO ADJUDICADO,16/8/2023,2023-08-16 00:00,"€318979,94"
23027_CPCARRANZA16,FACHADA,11 NO ADJUDICADO,23/1/2023,2023-01-23 00:00,"€38449,36"
19243_TELEFÓNICA,PATRIMONIO,11 NO ADJUDICADO,13/9/2019,2019-09-13 00:00,"€2232931,26"
21016_CPBOADILLADELCAMINO3,REHABILITACION,04 ENTREGADO - INACTIVO,2/10/2020,2020-10-02 00:00,"€599758,19"
23052_CPAUGUSTOFIGUEROA29,REHABILITACION,11 NO ADJUDICADO,19/12/2022,2022-12-19 00:00,"€231894,74"
21247_CPAUGUSTOFIGUEROA20,REHABILITACION,11 NO ADJUDICADO,10/11/2021,2021-11-10 00:00,"€69133,47"
16305_CPDUQUEDESEVILLA810,REHABILITACION,11 NO ADJUDICADO,22/9/2016,2016-09-22 00:00,"€14215,49"
17287_CPALBERTOALCOCER11,FACHADA,08 CONTRATADO,8/9/2017,2017-09-08 00:00,"€110985,18"
21086_CPPELAYO49,REHABILITACION,11 NO ADJUDICADO,7/4/2021,2021-04-07 00:00,"€41373,94"
16307_CPCOLOREROS3,REHABILITACION,11 NO ADJUDICADO,22/9/2016,2016-09-22 00:00,"€15360,89"
22192_CPLIBERTAD19A25,ENVOLVENTE,03 ENTREGADO - ACTIVO,3/9/2022,2022-09-03 00:00,"€1046390,84"
20250_CPESPAÑA4850,ENVOLVENTE,08 CONTRATADO,30/11/2020,2020-11-30 00:00,"€867630,12"
17107_CPGENERALCASTILLO5,FACHADA,11 NO ADJUDICADO,18/6/2014,2014-06-18 00:00,"€278455,43"
18308_PROPIEDAD,FACHADA,11 NO ADJUDICADO,21/9/2018,2018-09-21 00:00,"€706116,19"
21090_CPLIBERTAD26AYB,ENVOLVENTE,08 CONTRATADO,18/3/2021,2021-03-18 00:00,"€1259059,49"
23004_CPMENÉNDEZPELAYO11A19,ENVOLVENTE,11 NO ADJUDICADO,9/1/2023,2023-01-09 00:00,"€1518990,22"
19149_HOTELHOLIDAYINNBERNABEU,REHABILITACION,08 CONTRATADO,20/5/2019,2019-05-20 00:00,"€431968,50"
16381_CPJORGEJUAN22,FACHADA,08 CONTRATADO,24/11/2016,2016-11-24 00:00,"€36620,52"
17022_CPJORGEJUAN20,FACHADA,11 NO ADJUDICADO,19/1/2017,2017-01-19 00:00,"€31895,04"
21001_CPMUNIBE15BIS,ENVOLVENTE,11 NO ADJUDICADO,21/12/2020,2020-12-21 00:00,"€194992,85"
23141_FUNDACIÓNHOSPITALARIADELAVERACRUZ,PATRIMONIO,03 ENTREGADO - ACTIVO,30/3/2023,2023-03-30 00:00,"€426952,42"
17025_CPBRAVOMURILLO297,FACHADA,11 NO ADJUDICADO,19/1/2017,2017-01-19 00:00,"€39625,00"
18364_CPPUJADES177,FACHADA,11 NO ADJUDICADO,30/10/2018,2018-10-30 00:00,"€69625,47"
16332_PROPIEDAD,FACHADA,11 NO ADJUDICADO,13/10/2016,2016-10-13 00:00,"€74943,96"
21139_CPGRUPOSAGARMINAGA20,ENVOLVENTE,11 NO ADJUDICADO,20/5/2021,2021-05-20 00:00,"€284999,25"
20065_CPCONDADODETREVIÑO2,ENVOLVENTE,11 NO ADJUDICADO,17/1/2020,2020-01-17 00:00,"€3238204,26"
16015_PROYECTOSINMOBILIARIOSRUSELL,OTROS,11 NO ADJUDICADO,29/12/2015,2015-12-29 00:00,"€3147921,29"
21024_CPKARLMARX3,FACHADA,04 ENTREGADO - INACTIVO,21/12/2020,2020-12-21 00:00,"€128597,22"
22247_CPCOSTMEETXEBARRIETA6,ENVOLVENTE,11 NO ADJUDICADO,,2023-11-21 10:34,"€93366,67"
18064_CPIRUÑA13,REHABILITACION,11 NO ADJUDICADO,26/10/2017,2017-10-26 00:00,"€1113871,69"
